EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
21138,Celeste,Lin,17-Jun-23,27-Jul-23,Production Technician I,Jeffery Williams,celeste.lin@bilearner.com,WBL,Active,Contract,Zone B,Temporary,Voluntary,Finally provide various but.,Production       ,Engineers,12-03-1988,MA,Coordinator,Female,94486,Black,Divorced,Fully Meets,3
21139,Xander,Savage,13-Feb-20,,Production Technician II,Daniel Benson,xander.savage@bilearner.com,PL,Active,Contract,Zone C,Temporary,Unk,,Production       ,Aerial,18-07-1983,MA,Laborer,Female,79625,Asian,Widowed,Fully Meets,3
21140,Terry,Gay,05-Aug-23,,Production Manager,Kelsey Morales,terry.gay@bilearner.com,WBL,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,27-04-1958,MA,Laborer,Female,9493,Other,Married,Fully Meets,4
21141,Alessandra,Lee,12-Feb-20,15-Jul-22,IT Support,Lauren Douglas,alessandra.lee@bilearner.com,BPC,Active,Contract,Zone A,Part-Time,Retirement,Form law draw east through particularly.,IT/IS,Splicing,30-11-1943,MA,Splicer,Female,56684,Other,Married,Fully Meets,3
21142,Zoie,Mercado,01-Dec-20,,Production Technician I,David Young,zoie.mercado@bilearner.com,EW,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Fielders,19-08-1944,MA,Technician,Female,42750,White,Widowed,Fully Meets,3
21143,Gwendolyn,Hogan,13-Sep-18,04-Nov-20,Area Sales Manager,Jason Hayes,gwendolyn.hogan@bilearner.com,PYZ,Active,Full-Time,Zone B,Temporary,Resignation,Almost across fly recent go.,Sales,General - Eng,20-11-1970,MA,Technician,Male,12113,Asian,Married,Fully Meets,5
21144,Fabian,Mullins,14-Oct-22,,Production Manager,Michael Cortez,fabian.mullins@bilearner.com,BPC,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Project Management - Con,23-10-1972,MA,Vp,Male,15079,Asian,Married,Fully Meets,2
21145,Karly,Ho,08-Oct-19,,Area Sales Manager,Julie Young,karly.ho@bilearner.com,PYZ,Active,Part-Time,Zone A,Full-Time,Unk,,Sales,Aerial,25-03-1998,TN,Administrator,Male,68371,Asian,Divorced,Fully Meets,4
21146,Jordyn,Snyder,28-Mar-22,,Production Technician I,Scott Brown,jordyn.snyder@bilearner.com,BPC,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Field Operations,12-09-1998,MA,Supervisor,Male,92640,Hispanic,Divorced,Fully Meets,4
21147,Frankie,Yang,30-Jan-22,22-Mar-23,Production Manager,James Spears,frankie.yang@bilearner.com,PL,Active,Full-Time,Zone B,Part-Time,Voluntary,Current voice question house.,Production       ,Engineers,13-10-1994,MA,Engineer,Male,63971,White,Widowed,Fully Meets,2
21148,Meadow,Avery,27-Sep-21,05-Feb-23,Production Technician I,Andrew Perez,meadow.avery@bilearner.com,MSC,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Retirement,Leader above room hand collection imagine.,Production       ,Field Operations,01-11-1987,MA,Laborer,Female,76772,White,Married,Fully Meets,3
21149,Aydan,Benjamin,25-Feb-22,19-Jul-22,Data Architect,Lindsay Nelson,aydan.benjamin@bilearner.com,PYZ,Terminated for Cause,Full-Time,Zone A,Full-Time,Retirement,Appear happen list.,IT/IS,Catv,03-05-1982,TX,Supervisor,Male,81376,Other,Widowed,Exceeds,3
21150,Makaila,Baxter,08-Jan-21,01-Apr-23,Production Technician I,Aaron Andrews,makaila.baxter@bilearner.com,SVG,Active,Contract,Zone B,Part-Time,Voluntary,Particularly trouble sister.,Production       ,General - Con,14-04-1960,MA,Foreman,Male,10871,Black,Widowed,Fully Meets,1
21151,Presley,Salazar,08-Jul-21,,Production Technician II,Zachary Santana,presley.salazar@bilearner.com,SVG,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,General - Con,30-09-1994,MA,Foreman,Male,48643,White,Divorced,Fully Meets,3
21152,Konner,Villegas,19-Oct-18,04-Sep-21,Software Engineer,Ruth Myers,konner.villegas@bilearner.com,NEL,Future Start,Contract,Zone A,Part-Time,Voluntary,Tree six high notice after news.,Software Engineering,Field Operations,28-04-1978,MA,Laborer,Female,5707,Black,Single,Fully Meets,3
21153,Leslie,Maynard,30-Jun-22,03-Feb-23,Production Technician I,Nathan Johnson,leslie.maynard@bilearner.com,NEL,Active,Full-Time,Zone B,Part-Time,Resignation,Big author those five today.,Production       ,General - Eng,26-05-1994,MA,Administrative,Male,62490,White,Married,Fully Meets,1
21154,Ava,Pace,12-Aug-22,20-Oct-22,Software Engineer,Justin Young,ava.pace@bilearner.com,SVG,Active,Contract,Zone A,Temporary,Voluntary,Thousand both simple network let.,Software Engineering,Field Operations,30-07-1973,MA,Supervisor,Female,23203,Black,Single,Fully Meets,3
21155,Anabel,Hanna,02-Oct-18,,Production Technician II,Anthony Mcguire,anabel.hanna@bilearner.com,PYZ,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Field Operations,11-02-1979,MA,Technician,Male,87232,Asian,Divorced,Needs Improvement,5
21156,Debra,Houlihan,27-Nov-20,05-Jul-23,Director of Sales,Joseph Chavez,debra.houlihan@bilearner.com,EW,Active,Full-Time,Zone B,Temporary,Retirement,Such physical more himself movie.,Sales,Wireline Construction,16-04-1942,RI,Groundman,Female,2908,Hispanic,Widowed,Fully Meets,2
21157,Catalina,Eaton,02-Mar-20,,Production Technician I,Lindsey Martin,catalina.eaton@bilearner.com,NEL,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,06-10-1989,MA,Director,Male,38200,Asian,Married,Fully Meets,4
21158,Waylon,Pennington,30-Oct-21,,Production Technician II,Rachel Paul,waylon.pennington@bilearner.com,NEL,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,General - Con,17-05-1961,MA,Foreman,Male,5750,Asian,Married,Fully Meets,3
21159,Camila,Nichols,04-Jun-20,,Production Technician I,Richard Oliver,camila.nichols@bilearner.com,PL,Active,Contract,Zone A,Temporary,Unk,,Production       ,General - Con,07-03-1979,MA,Manager,Female,11657,White,Widowed,Fully Meets,3
21160,Ahmed,Mcmahon,21-Nov-22,,Data Analyst,Brian Ortiz MD,ahmed.mcmahon@bilearner.com,EW,Active,Contract,Zone B,Temporary,Unk,,Production       ,Field Operations,30-05-2000,MA,Supervisor,Male,59104,White,Married,Fully Meets,1
21161,Selena,Yoder,23-Sep-20,15-Mar-23,Production Technician I,Tina Wright,selena.yoder@bilearner.com,NEL,Voluntarily Terminated,Contract,Zone C,Temporary,Voluntary,Development second material common.,Production       ,Field Operations,10-11-1999,MA,Assistant,Female,91605,Other,Divorced,PIP,2
21162,Julia,Jimenez,22-Nov-19,28-Dec-19,BI Developer,Jennifer Davies,julia.jimenez@bilearner.com,PL,Terminated for Cause,Contract,Zone A,Part-Time,Retirement,Nature here wrong why.,IT/IS,Wireline Construction,23-09-1946,MA,Project Manager,Female,9049,Black,Single,Fully Meets,3
21163,Dheepa,Nguyen,10-Aug-18,04-Nov-19,Area Sales Manager,Brian Miller,dheepa.nguyen@bilearner.com,MSC,Active,Full-Time,Zone C,Temporary,Retirement,Alone once than. More condition pay far.,Sales,General - Con,06-04-1948,GA,Technician,Female,30428,Asian,Married,Fully Meets,3
21164,Abagail,Villanueva,15-Oct-19,,Area Sales Manager,Whitney Ross,abagail.villanueva@bilearner.com,WBL,Active,Full-Time,Zone A,Full-Time,Unk,,Sales,Aerial,09-02-1997,NY,Foreman,Male,92148,Black,Married,Fully Meets,5
21165,Ariel,Cervantes,01-Sep-22,,Production Manager,Angela Sims,ariel.cervantes@bilearner.com,NEL,Active,Contract,Zone C,Part-Time,Unk,,Production       ,Field Operations,27-04-1963,MA,Driller,Female,73596,Asian,Divorced,Fully Meets,5
21166,Rubi,Sanford,04-Feb-23,25-Jul-23,Production Technician II,Thomas Williams,rubi.sanford@bilearner.com,EW,Leave of Absence,Part-Time,Zone A,Part-Time,Voluntary,Create news use.,Production       ,General - Sga,18-02-1982,MA,Supervisor,Male,53549,Black,Divorced,Exceeds,1
21167,Dane,Owens,19-Jul-19,08-Aug-22,Production Technician I,Christina Young,dane.owens@bilearner.com,WBL,Active,Full-Time,Zone A,Part-Time,Involuntary,Create research source close.,Production       ,General - Con,01-11-1974,MA,Laborer,Male,93847,White,Single,Fully Meets,2
21168,Coleman,Huffman,24-Jan-19,,Production Technician I,Kelsey Calhoun DDS,coleman.huffman@bilearner.com,SVG,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,General - Con,15-11-1954,MA,Flagger,Male,4750,Black,Divorced,Fully Meets,5
21169,Arely,Patton,09-Mar-20,,Area Sales Manager,Andrew Goodman,arely.patton@bilearner.com,MSC,Active,Full-Time,Zone A,Temporary,Unk,,Sales,Catv,16-12-1965,CO,Laborer,Male,34481,Other,Divorced,Fully Meets,2
21170,Joselyn,Moss,04-Jul-21,25-Jun-23,Production Technician I,Felicia Smith,joselyn.moss@bilearner.com,MSC,Active,Contract,Zone B,Temporary,Involuntary,Better design cause yet history decide.,Production       ,Field Operations,28-10-1946,MA,Driller,Male,43706,White,Widowed,Fully Meets,2
21171,Charlize,Ballard,31-Dec-21,,Area Sales Manager,Kimberly Soto,charlize.ballard@bilearner.com,PL,Active,Contract,Zone A,Temporary,Unk,,Sales,General - Con,14-10-1952,WA,Laborer,Female,86439,Other,Divorced,Fully Meets,4
21172,Karli,Ross,28-Feb-19,11-Oct-19,Production Technician II,Ricky Stephens,karli.ross@bilearner.com,WBL,Active,Part-Time,Zone B,Full-Time,Retirement,Tv she everybody picture budget.,Production       ,Wireline Construction,09-06-1990,MA,Project Manager,Female,64180,Asian,Divorced,Fully Meets,3
21173,Keyla,Del Bosque,08-Mar-23,15-Mar-23,Software Engineer,Christina Copeland,keyla.del bosque@bilearner.com,WBL,Active,Contract,Zone A,Part-Time,Voluntary,Some make teach quite range seem conference.,Software Engineering,Field Operations,23-11-1973,MA,Foreman,Female,2176,White,Married,Fully Meets,3
21174,Isabel,Wyatt,26-Apr-21,06-Jul-21,Production Technician I,Matthew Craig,isabel.wyatt@bilearner.com,CCDR,Active,Contract,Zone B,Temporary,Retirement,Great parent relate growth summer.,Production       ,Wireless,04-06-1942,MA,Manager,Male,31575,Asian,Divorced,Fully Meets,4
21175,Allan,Butler,30-Jun-20,,Production Technician I,Jacob Taylor,allan.butler@bilearner.com,SVG,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Underground,30-11-1944,MA,Laborer,Male,10449,Hispanic,Single,Fully Meets,3
21176,Soren,Merritt,07-Mar-19,,Production Technician I,Christopher Smith,soren.merritt@bilearner.com,BPC,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Engineers,13-05-1999,MA,Engineer,Female,53726,Hispanic,Divorced,Fully Meets,3
21177,Finley,Medina,12-Aug-20,,Production Technician II,Travis Griffith,finley.medina@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,25-06-1943,MA,Laborer,Male,18226,Asian,Married,Fully Meets,1
21178,Ruby,Bean,18-Dec-22,,Production Technician I,Bruce West,ruby.bean@bilearner.com,WBL,Active,Contract,Zone C,Temporary,Unk,,Production       ,Engineers,18-12-1945,MA,Program Manager,Male,15997,Other,Widowed,Fully Meets,1
21179,Carmen,Atkins,11-May-20,,Data Analyst,John Hart,carmen.atkins@bilearner.com,PL,Active,Full-Time,Zone C,Full-Time,Unk,,IT/IS,Project Management - Con,02-12-1975,MA,Project Manager,Female,39598,White,Married,Exceeds,3
21180,Jaqueline,Pittman,27-Jan-19,26-Feb-21,Sr. Network Engineer,Jesse Newman,jaqueline.pittman@bilearner.com,BPC,Active,Part-Time,Zone C,Full-Time,Resignation,Suffer rock nothing happen strong major spend.,IT/IS,Project Management - Con,12-03-1956,MA,Manager,Male,55408,Other,Married,Exceeds,3
21181,Titus,Day,12-Dec-18,24-Dec-20,Production Technician II,Melissa Rodriguez,titus.day@bilearner.com,SVG,Voluntarily Terminated,Part-Time,Zone B,Temporary,Voluntary,Else student few send bag threat.,Production       ,Project Management - Con,16-06-1991,MA,Project Manager,Male,25683,Hispanic,Divorced,Fully Meets,3
21182,Trinity,Estes,19-Aug-21,16-Feb-22,IT Manager - DB,Laura Goodman,trinity.estes@bilearner.com,PYZ,Active,Full-Time,Zone A,Full-Time,Involuntary,Fine father forget two pay sort before dinner.,IT/IS,General - Eng,18-10-1941,MA,Engineer,Male,6272,Asian,Divorced,Fully Meets,2
21183,Matthias,Simon,27-Dec-20,07-Dec-21,Production Technician I,Anthony Guerrero,matthias.simon@bilearner.com,EW,Leave of Absence,Part-Time,Zone A,Part-Time,Retirement,Politics plant at far trade sense.,Production       ,Field Operations,04-11-1987,MA,Technician,Male,83604,Other,Divorced,Fully Meets,2
21184,Lauryn,Anthony,22-Aug-19,07-Jan-20,Area Sales Manager,Mark Hernandez,lauryn.anthony@bilearner.com,WBL,Active,Full-Time,Zone C,Temporary,Resignation,Stay herself cultural pass large.,Sales,General - Con,09-07-1955,MA,Operator,Male,97492,Black,Divorced,Fully Meets,4
21185,Ricardo,Ruiz,03-May-20,,IT Manager - DB,Timothy Jackson,ricardo.ruiz@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Unk,,IT/IS,General - Con,24-08-1985,MA,Coordinator,Male,1915,Black,Married,Fully Meets,5
21186,Brayden,Singh,07-Feb-22,,Production Technician I,Clayton Davis,brayden.singh@bilearner.com,CCDR,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Splicing,26-09-2000,MA,Splicer,Female,71282,Other,Widowed,Fully Meets,1
21187,Zander,Franco,25-Dec-18,10-Jul-19,Data Architect,Ronnie Garcia,zander.franco@bilearner.com,BPC,Terminated for Cause,Part-Time,Zone C,Full-Time,Involuntary,Way appear summer strong.,IT/IS,General - Eng,07-01-1986,TX,Engineer,Male,97255,Other,Married,Exceeds,3
21188,Rohan,Mcdowell,11-Nov-19,29-Sep-20,Production Technician I,Bill Horn,rohan.mcdowell@bilearner.com,MSC,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Resignation,Card subject carry gas picture.,Production       ,Aerial,20-09-1945,MA,Lineman,Male,74406,Black,Married,Needs Improvement,3
21189,Devyn,Powers,04-Mar-22,,Area Sales Manager,Jessica Murphy,devyn.powers@bilearner.com,EW,Active,Part-Time,Zone A,Temporary,Unk,,Sales,Field Operations,02-05-1953,TX,Laborer,Female,25634,Black,Divorced,Fully Meets,2
21190,Yahir,Hill,01-May-19,31-Dec-19,Production Technician I,Adam Miller,yahir.hill@bilearner.com,TNS,Active,Part-Time,Zone C,Full-Time,Voluntary,When approach anyone hold along.,Production       ,Field Operations,17-10-1967,MA,Laborer,Female,79937,Hispanic,Married,Fully Meets,3
21191,Isai,Mcfarland,30-Jul-21,,Production Technician I,Allison Sanders,isai.mcfarland@bilearner.com,MSC,Active,Contract,Zone C,Temporary,Unk,,Production       ,Field Operations,29-11-1998,MA,Laborer,Female,70770,Hispanic,Single,Exceeds,3
21192,Jacoby,Lyons,28-Apr-20,01-Dec-22,IT Manager - Support,Beverly Ramirez,jacoby.lyons@bilearner.com,PYZ,Active,Full-Time,Zone C,Full-Time,Resignation,Type three hear court street sport key.,IT/IS,Executive,15-01-1974,MA,Ceo,Male,42997,Hispanic,Divorced,Fully Meets,1
21193,Angelica,Gamble,21-Oct-20,24-Mar-22,President & CEO,Robert Conway,angelica.gamble@bilearner.com,PYZ,Active,Part-Time,Zone B,Temporary,Voluntary,Fund season forward just.,Production       ,Shop (Fleet),10-03-1979,MA,Technician,Male,59127,Other,Widowed,Fully Meets,2
21194,Kaeden,Gonzales,26-Nov-20,,Production Technician I,Kimberly Wilcox,kaeden.gonzales@bilearner.com,PYZ,Active,Contract,Zone B,Temporary,Unk,,Production       ,Field Operations,03-02-1964,MA,Project Manager,Female,70227,Hispanic,Divorced,Fully Meets,3
21195,Selina,Tapia,18-Nov-18,,BI Developer,Kelsey Cochran,selina.tapia@bilearner.com,SVG,Active,Full-Time,Zone A,Part-Time,Unk,,IT/IS,Field Operations,20-06-1972,MA,Technician,Male,96865,Other,Single,Fully Meets,5
21196,Dorian,Fox,03-Oct-21,19-Dec-21,Production Technician I,Jamie Lowe,dorian.fox@bilearner.com,PL,Voluntarily Terminated,Contract,Zone C,Part-Time,Involuntary,Occur air as along approach.,Production       ,Field Operations,07-05-1959,MA,Laborer,Male,93796,Other,Single,Fully Meets,3
21197,Vance,Trujillo,21-Sep-21,13-Apr-23,Area Sales Manager,Rebecca Simpson,vance.trujillo@bilearner.com,TNS,Active,Full-Time,Zone C,Temporary,Resignation,Expert challenge education air none money wide.,Sales,General - Con,25-12-1957,IN,Foreman,Male,90406,Asian,Widowed,Fully Meets,2
21198,Luke,Henderson,27-Jun-23,,Software Engineer,Robert Schmitt,luke.henderson@bilearner.com,PL,Active,Contract,Zone C,Part-Time,Unk,,Software Engineering,Executive,12-08-1989,MA,Administrator,Male,76615,White,Single,Fully Meets,3
21199,Arianna,Durham,21-Nov-19,24-Jun-20,Production Technician I,Drew Hawkins,arianna.durham@bilearner.com,PYZ,Active,Part-Time,Zone A,Full-Time,Involuntary,Per record feeling bed tax education.,Production       ,Field Operations,19-12-1959,MA,Laborer,Female,11105,Black,Widowed,Fully Meets,3
21200,Axel,Hart,26-Feb-19,,Production Technician II,Keith Lyons,axel.hart@bilearner.com,PL,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,General - Con,28-03-2001,MA,Technician,Male,33576,White,Married,Fully Meets,3
21201,Evelin,Sellers,21-Jul-21,,Production Technician I,Jamie Wallace,evelin.sellers@bilearner.com,PL,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,General - Sga,15-08-1996,MA,Administrator,Female,58830,Black,Widowed,Fully Meets,3
21202,Gerry,Friedman,16-Sep-20,,Area Sales Manager,Raymond Fields,gerry.friedman@bilearner.com,PYZ,Active,Contract,Zone B,Temporary,Unk,,Sales,Engineers,29-02-1996,NY,Project Manager,Male,10171,Black,Married,Fully Meets,5
21203,Dawn,Motlagh,29-Jan-19,,Production Technician I,Molly Freeman,dawn.motlagh@bilearner.com,PL,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,General - Con,11-12-1994,MA,Flagger,Female,2453,Other,Single,Fully Meets,3
21204,Camron,Keller,17-Oct-19,21-Mar-20,BI Developer,Joseph Bowen,camron.keller@bilearner.com,PYZ,Terminated for Cause,Full-Time,Zone A,Temporary,Involuntary,Brother election movie born enough.,IT/IS,Field Operations,08-09-1999,MA,Foreman,Female,44117,Asian,Divorced,Fully Meets,4
21205,Isis,Ortega,26-Aug-21,25-Nov-22,Area Sales Manager,Emily Jones,isis.ortega@bilearner.com,TNS,Active,Full-Time,Zone A,Temporary,Retirement,Offer performance arrive travel.,Sales,Underground,24-10-1960,ID,Laborer,Male,70237,Other,Married,Fully Meets,2
21206,Sam,Gross,21-Oct-22,,Data Analyst,Thomas Ryan,sam.gross@bilearner.com,PYZ,Active,Full-Time,Zone B,Part-Time,Unk,,IT/IS,Engineers,19-11-1957,MA,Project Manager,Male,39919,White,Divorced,Fully Meets,2
21207,Clark,Blanchard,27-Feb-23,28-Mar-23,Production Technician II,Brittany Marshall,clark.blanchard@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone A,Temporary,Voluntary,Board industry once tough investment age.,Production       ,Field Operations,14-09-1948,MA,Engineer,Female,47025,Hispanic,Widowed,Fully Meets,1
21208,Jean,Engdahl,12-Jun-22,,Production Technician I,Deborah Schultz,jean.engdahl@bilearner.com,WBL,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Underground,20-02-1981,MA,Operator,Male,2026,Asian,Married,Fully Meets,2
21209,Makena,Benitez,20-Jul-19,,Production Technician I,Pamela Davis,makena.benitez@bilearner.com,TNS,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Field Operations,26-11-1953,MA,Foreman,Female,36490,Black,Single,Needs Improvement,4
21210,Eugene,Bird,03-Oct-19,,Production Technician I,John Mccarty,eugene.bird@bilearner.com,EW,Active,Contract,Zone C,Part-Time,Unk,,Production       ,General - Con,21-02-1972,MA,Laborer,Female,78331,White,Divorced,Needs Improvement,3
21211,Wyatt,Donovan,30-Mar-22,13-Apr-22,Software Engineer,Terry Durham,wyatt.donovan@bilearner.com,SVG,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Retirement,North help rock stage someone book.,Software Engineering,Field Operations,24-02-1987,MA,Technician,Male,67106,White,Divorced,Fully Meets,3
21212,Kellen,Hill,29-Jul-21,05-May-22,Area Sales Manager,Ronald Mata,kellen.hill@bilearner.com,TNS,Active,Full-Time,Zone A,Part-Time,Resignation,Amount address then peace deep community own six.,Sales,Wireline Construction,27-10-1974,NY,Technician,Male,88627,Asian,Divorced,Fully Meets,4
21213,Angelique,Cochran,12-Apr-21,06-Mar-23,IT Manager - DB,Benjamin Mcdonald,angelique.cochran@bilearner.com,PL,Active,Contract,Zone B,Full-Time,Retirement,Suffer arm security about control with.,IT/IS,Field Operations,18-11-1967,MA,Technician,Male,83544,Other,Married,Fully Meets,4
21214,Izabella,Watson,19-Aug-20,14-Nov-21,Production Technician II,Richard Reynolds,izabella.watson@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone B,Temporary,Voluntary,According if detail quality difficult.,Production       ,Field Operations,05-06-1986,MA,Laborer,Female,70404,White,Widowed,Needs Improvement,2
21215,Nathalia,Larson,07-Dec-21,02-Jan-23,Production Technician I,David Simpson,nathalia.larson@bilearner.com,PL,Active,Full-Time,Zone A,Full-Time,Voluntary,Yeah quickly speech hold. Hard image wall large.,Production       ,Field Operations,27-07-1943,MA,Project Manager,Female,83667,Black,Divorced,Fully Meets,3
21216,Carley,Irwin,24-May-21,,Production Technician I,Peter Smith,carley.irwin@bilearner.com,PL,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Shop (Fleet),14-05-1997,MA,Shop,Female,97872,White,Divorced,Exceeds,2
21217,Gillian,Williams,14-Oct-22,,Production Technician II,Stacy Schmidt,gillian.williams@bilearner.com,PL,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Yard (Material Handling),05-12-1973,MA,Warehouse,Male,96294,Asian,Divorced,Fully Meets,1
21218,Desiree,Walker,18-Nov-20,,Production Technician I,Sandra Hawkins,desiree.walker@bilearner.com,WBL,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Project Management - Con,01-01-1969,MA,Project Manager,Female,92017,Asian,Married,Exceeds,4
21219,Rhett,Holmes,05-Dec-18,15-Sep-21,Production Manager,Michael Morse,rhett.holmes@bilearner.com,NEL,Active,Full-Time,Zone C,Part-Time,Involuntary,Line believe write might anything yet.,Production       ,Engineers,04-09-1993,MA,Engineer,Female,79531,Other,Widowed,Fully Meets,5
21220,Kelly,Fritz,13-Mar-22,,Production Technician I,Cory Lopez,kelly.fritz@bilearner.com,NEL,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,General - Con,10-07-1978,MA,Technician,Female,85739,Other,Divorced,Fully Meets,3
21221,Barrett,Obrien,15-May-20,27-Dec-21,Data Analyst,Lawrence Walsh,barrett.obrien@bilearner.com,MSC,Active,Part-Time,Zone C,Part-Time,Involuntary,Hair force rate state own lose administration.,Production       ,Engineers,13-02-1943,MA,Coordinator,Female,94090,Asian,Divorced,Fully Meets,1
21222,Isis,Vega,27-Jul-19,,Production Technician I,Deanna Diaz,isis.vega@bilearner.com,PL,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,18-02-1992,MA,Laborer,Female,57434,Other,Widowed,Needs Improvement,2
21223,Victoria,Allen,06-Aug-23,06-Aug-23,Production Technician I,Christopher Clark,victoria.allen@bilearner.com,BPC,Active,Full-Time,Zone C,Full-Time,Voluntary,Rest such husband through his customer no look.,Production       ,Underground,24-05-1996,MA,Operator,Male,33735,Asian,Widowed,Needs Improvement,3
21224,Emma,Escobar,21-Apr-23,,Production Technician II,Kevin Calderon,emma.escobar@bilearner.com,BPC,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,General - Con,20-06-1957,MA,Technician,Female,12707,Hispanic,Married,Fully Meets,3
21225,Maren,Anderson,06-Jul-23,,Production Technician I,Christopher Sexton,maren.anderson@bilearner.com,PL,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,11-11-1986,MA,Technician,Female,7445,Asian,Single,Exceeds,5
21226,Camryn,Guerra,01-Nov-21,,Production Technician II,Caroline Grant,camryn.guerra@bilearner.com,NEL,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Field Operations,01-09-1955,MA,Laborer,Female,69064,Other,Single,Fully Meets,3
21227,London,Bautista,18-Oct-22,10-Jan-23,Software Engineering Manager,Caroline Brooks,london.bautista@bilearner.com,CCDR,Active,Contract,Zone B,Part-Time,Resignation,Actually not sell one.,Software Engineering,Finance & Accounting,26-08-1994,MA,Svp,Female,61856,Black,Divorced,Fully Meets,4
21228,Eden,Levy,06-Dec-21,,Production Technician I,Brianna Butler,eden.levy@bilearner.com,NEL,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,20-11-1946,MA,Laborer,Male,87984,Other,Widowed,Fully Meets,1
21229,Randall,West,24-Mar-20,24-Mar-22,Production Technician II,Tony Spears,randall.west@bilearner.com,SVG,Active,Part-Time,Zone B,Part-Time,Voluntary,Explain threat effort exist send sort dog.,Production       ,Engineers,14-07-1943,MA,Engineer,Male,13985,Other,Single,Fully Meets,4
21230,Carlo,Carr,24-Jun-21,,IT Support,David Velasquez,carlo.carr@bilearner.com,EW,Active,Part-Time,Zone C,Part-Time,Unk,,IT/IS,Technology / It,01-06-1981,MA,Engineer,Female,5139,Hispanic,Married,Fully Meets,2
21231,Kamari,Holloway,01-Oct-19,,Production Technician I,Hunter Hill,kamari.holloway@bilearner.com,WBL,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Wireline Construction,08-07-1956,MA,Laborer,Female,63878,White,Divorced,Fully Meets,3
21232,Charlize,Ballard,31-Dec-21,,Area Sales Manager,Kimberly Soto,charlize.ballard@bilearner.com,PL,Active,Contract,Zone A,Temporary,Unk,,Sales,General - Con,14-10-1952,WA,Laborer,Female,86439,Other,Divorced,Fully Meets,4
21233,Kaylah,Moon,09-Jul-19,16-Jun-22,Area Sales Manager,Ashley Scott,kaylah.moon@bilearner.com,PYZ,Active,Full-Time,Zone A,Full-Time,Retirement,Fear particular method stage.,IT/IS,Field Operations,24-11-1952,MA,Laborer,Male,2810,Black,Single,Exceeds,2
21234,Rory,Stone,20-Jun-19,,Production Technician I,Kathleen Patterson,rory.stone@bilearner.com,MSC,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,19-09-1982,MA,Warehouse Technician,Female,75935,White,Widowed,Exceeds,3
21235,Roselyn,Roberts,20-Apr-19,,Production Technician I,Steven Walton,roselyn.roberts@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,General - Con,15-01-1952,MA,Manager,Male,34278,Asian,Married,Fully Meets,3
21236,Charlie,Carson,23-Feb-21,13-Jul-22,Production Technician I,Samantha Gilbert,charlie.carson@bilearner.com,BPC,Leave of Absence,Full-Time,Zone B,Temporary,Voluntary,Save interest factor training.,Production       ,General - Sga,20-08-1989,MA,Administration,Male,25093,Other,Widowed,Fully Meets,3
